Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CCs	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price
CKFO30A	Engine Part	Crankshaft	E6AE *O12 3.0L VULCAN V6	Ford		3.0L														FI					Call for inventory	25
CKFO30B	Engine Part	Crankshaft	"""F58E *O12 -AA,V6 VULCAN"""	Ford		3.0L														FI					Call for inventory	35
CKFO30CA	Engine Part	Crankshaft	XF1E *O12 V6 CAST BLOCK	Ford		3.0L																			Call for inventory	75
CKFO33B	Engine Part	Crankshaft	"""E1BE+*O12 200CID I6 7MAIN +1H,"""	Ford		3.3L														C					Call for inventory	25
CKFO37AA	Engine Part	Crankshaft	EBP *O12 223 CID L6 CRANK	Ford		3.7L																			Call for inventory	75
CKFO37AB	Engine Part	Crankshaft	EBP+ *O12 223 CID I-6 +EBF	Ford		3.7L														C					Call for inventory	75
CKFO38A	Engine Part	Crankshaft	E2AE+*O12 3.8L 2PC.V6	Ford		3.8L																			Call for inventory	40
CKFO38B	Engine Part	Crankshaft	E2AE *O12 SLIM MAIN 1PC	Ford		3.8L														FI					Call for inventory	40
CKFO38C	Engine Part	Crankshaft	E2AE+*O12 3.8L WIDE MAIN 1PC.	Ford		3.8L														FI					Call for inventory	40
CKFO38D	Engine Part	Crankshaft	E9DE *O12 3.8L WIDE MAIN 1PC.	Ford		3.8L														FI					Call for inventory	40
CKFO38E	Engine Part	Crankshaft	F68E+*O12 DEEP PILOT 3.8L V6	Ford		3.8L														FI					Call for inventory	75
CKFO38F	Engine Part	Crankshaft	6303+*O12 STEEL 3.8L S/C V6	Ford		3.8L														FI					Call for inventory	100
CKFO38G	Engine Part	Crankshaft	1F2E *6 CWT. DESIGN	Ford		3.8L														FI					Call for inventory	150
CKFO39A	Engine Part	Crankshaft	WX43 *D32 V8 -UB	Ford		3.9L														FI					Call for inventory	75
CKFO39AA	Engine Part	Crankshaft	"""1LAB+*O12 240 CID I6 +1L,1LA"""	Ford		3.9L														CARB					Call for inventory	25
CKFO39B	Engine Part	Crankshaft	"""96JV *D32M=2.440,R=2.205, V8 J"""	Ford		3.9L														FI					Call for inventory	75
CKFO40A	Engine Part	Crankshaft	"""90TM+*O12 4.0L 5/8""""KEY"""	Ford		4.0L														FI					Call for inventory	35
CKFO40B	Engine Part	Crankshaft	"""96TM+*O12 +X,F5TZ,1 1/8""""KEYWAY"""	Ford		4.0L														EFI					Call for inventory	75
CKFO40C	Engine Part	Crankshaft	"""97TM+*--- 97JM,V6 +XL2E"""	Ford		4.0L														EFI					Call for inventory	75
CKFO41A	Engine Part	Crankshaft	"""2HAB+*O12 250CID I6 +2H,2HA,C9"""	Ford		4.1L														C					Call for inventory	25
CKFO42A	Engine Part	Crankshaft	"""F65E+*012 +F85E-AC,F86E-AC,V6"""	Ford		4.2L														FI					Call for inventory	150
CKFO42AA	Engine Part	Crankshaft	1J+ *O16 255 CID V8	Ford		4.2L														C					Call for inventory	25
CKFO46A	Engine Part	Crankshaft	F1AE *S16 6 BOLT V8 ROMEO	Ford		4.6L														FI					Call for inventory	30
CKFO46B	Engine Part	Crankshaft	F65E *S16 6 BOLT V8 ROMEO&WIND	Ford		4.6L														EFI					Call for inventory	75
CKFO46D	Engine Part	Crankshaft	"""F65E *S16 8 bolt,V8 WINDSOR"""	Ford		4.6L														EFI					Call for inventory	100
CKFO46E	Engine Part	Crankshaft	"""F2LE+ *D32 6 BOLT V8, +#XE276864-1D"""	Ford		4.6L														DOHC 32V					Call for inventory	75
CKFO46F	Engine Part	Crankshaft	F6TE *D32 STEEL 8 BOLT	Ford		4.6L														FI					Call for inventory	200
CKFO47AA	Engine Part	Crankshaft	1M+ *O16 289 CID FOV8	Ford		4.7L														C					Call for inventory	50
CKFO48AA	Engine Part	Crankshaft	EC *O16 292 CID V8 M=2498R=2	Ford		4.8L														C					Call for inventory	25
CKFO49A	Engine Part	Crankshaft	1NA+ *O12 300CID I6 +2NA 2PC S	Ford		4.9L																			Call for inventory	25
CKFO49B	Engine Part	Crankshaft	1NABC*O12 300CID I6 +2NABC 1PC	Ford		4.9L																			Call for inventory	25
CKFO50A	Engine Part	Crankshaft	2M+ *O16 302CID 2PC HVY.WGHT	Ford		5.0L														C					Call for inventory	30
CKFO50AA	Engine Part	Crankshaft	2MAC *O16 302CID VERSAILLES	Ford		5.0L														C					Call for inventory	40
CKFO50B	Engine Part	Crankshaft	2MAE+*O16 302 CID 2 PC. LGHT.W	Ford		5.0L														C					Call for inventory	35
CKFO50C	Engine Part	Crankshaft	2MAE+*O16 302CID 1 PC. LGHT.WG	Ford		5.0L																			Call for inventory	35
CKFO50D	Engine Part	Crankshaft	E7AE+*O16 302 CID (FOR AODE TR	Ford		5.0L														FI					Call for inventory	35
CKFO54C	Engine Part	Crankshaft	"""#F75E ---- --,-AE"""	Ford		5.4L									Single	16				FITS SINGLE AND DUAL OHC ENGINES					Call for inventory	80
CKFO54CB	Engine Part	Crankshaft	"""#XL3E ---- --,+1L3E, CAST"""	Ford		5.4L									Single	16				FITS SINGLE AND DUAL OHC ENGINES					Call for inventory	125
CKFO58A	Engine Part	Crankshaft	"""4M+ *O16,Cleveland,351CID FOV"""	Ford		5.8L														C					Call for inventory	40
CKFO58C	Engine Part	Crankshaft	1K+ *O16 351 CID MODIFIED	Ford		5.8L														C					Call for inventory	30
CKFO58D	Engine Part	Crankshaft	3M+ *O16 351CID WINDSOR 2PC.	Ford		5.8L														C					Call for inventory	60
CKFO58E	Engine Part	Crankshaft	7M+ *O16 351CID WINDSOR 1 PC.	Ford		5.8L														FI					Call for inventory	60
CKFO59AA	Engine Part	Crankshaft	"""D2TE+*O16 361CID 1.75"""" NECK"""	Ford		5.9L														C					Call for inventory	100
CKFO59BA	Engine Part	Crankshaft	"""2T+ *O16 360CID(352/330)1.38"""""""	Ford		5.9L														C					Call for inventory	35
CKFO60A	Engine Part	Crankshaft	3C3E *O32 V8 DURAMAX DIESEL	Ford		6.0L														D					Call for inventory	150
CKFO61A	Engine Part	Crankshaft	1V+ *O16 370 CID V8 2 PC.	Ford		6.1L														C					Call for inventory	150
CKFO63A	Engine Part	Crankshaft	C1VE *O16 383 CID V8 C1VE-A	Ford		6.3L														C					Call for inventory	50
CKFO64AA	Engine Part	Crankshaft	"""D2TE+*O16 391 CID V8 -EA 1.75"""""""	Ford		6.4L														C					Call for inventory	150
CKFO64BA	Engine Part	Crankshaft	"""2U+ *O16 390/427 CID V8 1.38"""""""	Ford		6.4L														C					Call for inventory	75
CKFO66A	Engine Part	Crankshaft	"""5MA+ *O16 400 CID V8 MJ=3.000"""""""	Ford		6.6L														C					Call for inventory	35
CKFO67A	Engine Part	Crankshaft	C3VE *O16 410 CID V8 C3VE-A	Ford		6.7L														C					Call for inventory	50
CKFO68A	Engine Part	Crankshaft	F7UE *S20 TRITON V10 ENGINE	Ford		6.8L														FI					Call for inventory	125
CKFO70AA	Engine Part	Crankshaft	"""4U *O16 429CID CAR 1.38""""PILO"""	Ford		7.0L														C					Call for inventory	35
CKFO70B	Engine Part	Crankshaft	D9TE+*O16 429CID 2 PC.	Ford		7.0L														C					Call for inventory	250
CKFO70C	Engine Part	Crankshaft	D9TE+*O16 429CID FOV8 1 PC.STE	Ford		7.0L														C					Call for inventory	25
CKFO70D	Engine Part	Crankshaft	1VA+ *O16 429 CID V8 CAST 1PC.	Ford		7.0L														FI					Call for inventory	200
CKFO75A	Engine Part	Crankshaft	"""2YA+ *O16 460CID V8 2PC.1.38""""P"""	Ford		7.5L														C					Call for inventory	30
CKFO75ACONV	Engine Part	Crankshaft	2Y>3Y*O16 460CID 2PC.CONVERSION	Ford		7.5L														C					Call for inventory	100
CKFO75B	Engine Part	Crankshaft	3Y+ *O16 460CID V8 2 PC.	Ford		7.5L														C					Call for inventory	90
CKFO75C	Engine Part	Crankshaft	3Y+ *O16 460CID V8 1 PC.	Ford		7.5L														FI					Call for inventory	90
CKFO78A	Engine Part	Crankshaft	*LATE FORD/NEW HOLLAND CR	Ford		7.8L																			Call for inventory	300
CKFO78AA	Engine Part	Crankshaft	EDL+ *O16 477CID(+401/475CID)	Ford		6.6L														C					Call for inventory	100
CKFO88A	Engine Part	Crankshaft	EDN+ *O16 534 CID V8	Ford		8.8L														C					Call for inventory	150
CKGM22AA	Engine Part	Crankshaft	454 *D16 RODEO/AMIGO (OPEL) `97+	GM		2.2L														FI					Call for inventory	75
CKGM22AB	Engine Part	Crankshaft	454+ *D16 W/SNSR.RING BY#2 MAIN	GM		2.2L														FI					Call for inventory	75
CKGM22BA	Engine Part	Crankshaft	7327 *D16 7 NOTCH SATURN	GM		2.2L														FI					Call for inventory	75
CKGM25AA	Engine Part	Crankshaft	522+ *O08 153 CID CAR/MARINE 2	GM		2.5L														C					Call for inventory	50
CKGM30AA	Engine Part	Crankshaft	775+ *O08 181 CID MARINE 2 PC.	GM		3.0L														CARB					Call for inventory	50
CKGM30AB	Engine Part	Crankshaft	966+ *O08 181 CID MARINE 1 PC.	GM		3.0L														FI					Call for inventory	50
CKGM35AA	Engine Part	Crankshaft	"""319 *D20 I-5 R=2.232,M=2.756"""""""	GM		3.5L														FI					Call for inventory	100
CKGM37AA	Engine Part	Crankshaft	""" *D20 I-5 R=2.232,M=2.756"""""""	GM		3.7L														FI					Call for inventory	101
CKGM57AA	Engine Part	Crankshaft	1828 *305/351 CID TRUCK V6	GM		5.7L																			Call for inventory	75
CKGM82AA	Engine Part	Crankshaft	124+ *O16 DIESEL V8 + 193	GM		8.2L														D					Call for inventory	150
CKHO12A	Engine Part	Crankshaft	*--- EB	Honda		1.2L																			Call for inventory	50
CKHO13A	Engine Part	Crankshaft	*--- EJ1	Honda		1.3L																			Call for inventory	50
CKHO13B	Engine Part	Crankshaft	"""*S12 D13A2+(1.574""""RJ)+EV1"""	Honda		1.3L														C					Call for inventory	50
CKHO13C	Engine Part	Crankshaft	"""*S12 D13A2+(1.495""""RJ)+EV1"""	Honda		1.3L														C					Call for inventory	50
CKHO13D	Engine Part	Crankshaft	"""*S12 D13A2+(MJ=1.968"""")+EV"""	Honda		1.3L														C					Call for inventory	50
CKHO15A	Engine Part	Crankshaft	*S12 EM1+EDM1968R1653N086	Honda		1.5L														C					Call for inventory	50
CKHO15B	Engine Part	Crankshaft	*S-- D15A2+M1968R1653N086	Honda		1.5L														C					Call for inventory	50
CKHO15C	Engine Part	Crankshaft	*S-- D13A2+M1771R1653N094	Honda		1.5L														C					Call for inventory	50
CKHO15D	Engine Part	Crankshaft	*S-- D16B- M1771R4495N086	Honda		1.5L														FI					Call for inventory	50
CKHO15E	Engine Part	Crankshaft	*S-- D16B+ M1771R1653N086	Honda		1.5L														FI					Call for inventory	50
CKHO15F	Engine Part	Crankshaft	*S-- D15B+ M1771R1495N094	Honda		1.5L														FI					Call for inventory	50
CKHO15G	Engine Part	Crankshaft	*S-- D15B+ M1771R1653N094	Honda		1.5L														FI					Call for inventory	50
CKHO16A	Engine Part	Crankshaft	"""3,5+ *S16 D16+ M2165R1771N086"""	Honda		1.6L														FI					Call for inventory	50
CKHO16B	Engine Part	Crankshaft	*S16 D16+ M2165R1771N086	Honda		1.6L														FI					Call for inventory	50
CKHO16C	Engine Part	Crankshaft	*S16 D16+ M2165R1771N094	Honda		1.6L														FI					Call for inventory	50
CKHO16D	Engine Part	Crankshaft	*S16 D16+ M2165R1771N094	Honda		1.6L														FI					Call for inventory	50
CKHO16E	Engine Part	Crankshaft	"""3,5+ *D16 B16A+ M2165R1771N---"""	Honda		1.6L														FI					Call for inventory	50
CKHO16F	Engine Part	Crankshaft	*S12 EF M1967R1653N086	Honda		1.6L														C					Call for inventory	50
CKHO17A	Engine Part	Crankshaft	*D16 B17A1 M2164R1771N---	Honda		1.7L														FI					Call for inventory	50
CKHO18A	Engine Part	Crankshaft	*S12 EK/1 M1967R1653N---	Honda		1.8L														C					Call for inventory	50
CKHO18B	Engine Part	Crankshaft	*S12 EK/1 M1967R1652N---	Honda		1.8L														C					Call for inventory	50
CKHO18C	Engine Part	Crankshaft	*S-- A18A1+M1976R1771N098	Honda		1.8L														C					Call for inventory	50
CKHO18D	Engine Part	Crankshaft	*D16 B18A/BM2165R1771N110	Honda		1.8L														FI					Call for inventory	50
CKHO18E	Engine Part	Crankshaft	*D16 B18C+ M2165R1771N---	Honda		1.8L														FI					Call for inventory	50
CKHO20A	Engine Part	Crankshaft	*S12 A20A+ M1967R1771N984	Honda		2.0L																			Call for inventory	50
CKHO20B	Engine Part	Crankshaft	*S12 A20A+ M1967R1771N984	Honda		2.0L																			Call for inventory	50
CKHO20C	Engine Part	Crankshaft	*S12 B20A3 M1967R1771N110	Honda		2.0L														C					Call for inventory	50
CKHO20D	Engine Part	Crankshaft	*D16 B20/1AM2165R1889N110	Honda		2.0L																			Call for inventory	50
CKHO22A	Engine Part	Crankshaft	*S16 F22- M1967R1889N118	Honda		2.2L																			Call for inventory	50
CKHO22B	Engine Part	Crankshaft	*S16 F22- M1967R1889N118	Honda		2.2L																			Call for inventory	50
CKHO22C	Engine Part	Crankshaft	*D16 H22A- M1967R1889N118	Honda		2.2L																			Call for inventory	100
CKHO23A	Engine Part	Crankshaft	*D16 H23A1 M1967R1889N110	Honda		2.3L																			Call for inventory	50
CKHO23B	Engine Part	Crankshaft	*D16 H23A1 M1967R1889N110	Honda		2.3L																			Call for inventory	50
CKHO23C	Engine Part	Crankshaft	*S16 F23A- M2165R1771N---	Honda		2.3L														FI					Call for inventory	50
CKHO25A	Engine Part	Crankshaft	*S20 G25A1 M2165R1771N---	Honda		2.5L														FI					Call for inventory	50
CKHO25B	Engine Part	Crankshaft	*S24 C25A1 M2519R2046N---	Honda		2.5L																			Call for inventory	50
CKHO27A	Engine Part	Crankshaft	*S24 C27A1 M2519R2046N---	Honda		2.7L																			Call for inventory	50
CKHO27B	Engine Part	Crankshaft	*S24 C27A4 M2519R2046N---	Honda		2.7L																			Call for inventory	50
CKHO30A	Engine Part	Crankshaft	CRANK =C30A1	Honda		3.0L																			Call for inventory	50
CKHO30B	Engine Part	Crankshaft	"""A+ *J30A M=2.835,R=2.165""""ACU"""	Honda		3.0L														FI					Call for inventory	50
CKHO32A	Engine Part	Crankshaft	"""CRANK =C32A-,C32B-"""	Honda		3.2L																			Call for inventory	50
CKHO32B	Engine Part	Crankshaft	CRANK =J32A1	Honda		3.2L																			Call for inventory	50
CKHO35A	Engine Part	Crankshaft	CRANK =C35A1	Honda		3.5L																			Call for inventory	50
CKHO35B	Engine Part	Crankshaft	"""E+ *J35A M=2.835,R=2.165""""ACU"""	Honda		3.5L																			Call for inventory	50
CKHY15AA	Engine Part	Crankshaft	"""*S12 G4EK 1.968x1.771""""w/S"""	Hyundai		1.5L																			Call for inventory	50
CKHY15AB	Engine Part	Crankshaft	"""*S12 G4EK+1.968x1.771""""NO"""	Hyundai		1.5L																			Call for inventory	50
CKHY16AA	Engine Part	Crankshaft	"""*D16 G4CR 2.243x1.770""""7BO"""	Hyundai		1.6L																			Call for inventory	50
CKHY18AA	Engine Part	Crankshaft	5B+ *D16 G4GM 2.243x1.771(RD1	Hyundai		1.8L														FI					Call for inventory	50
CKHY20A	Engine Part	Crankshaft	"""B2.0+*D16 G4GF 2.243x1.770"""" (J"""	Hyundai		2.0L														FI					Call for inventory	50
CKHY20B	Engine Part	Crankshaft	*D16 G4GC (X	Hyundai		2.0L														FI					Call for inventory	50
CKHY25A	Engine Part	Crankshaft	"""*D24 G6BV+2.440x1.889"""",+2"""	Hyundai		2.5L																			Call for inventory	50
CKHY35AA	Engine Part	Crankshaft	"""V35 *D24 6GCU 2.518x2.165""""STE"""	Hyundai		3.5L																			Call for inventory	50
CKIN25AA	Engine Part	Crankshaft	712 *O08 152 CID	International		2.5L														C					Call for inventory	50
CKIN32AA	Engine Part	Crankshaft	268 *O08 196 CID 1/2 V8 SCOUT	International		3.2L														C					Call for inventory	50
CKIN50AA	Engine Part	Crankshaft	045+ *O16 304 CID +046	International		5.0L														C					Call for inventory	50
CKIN57AA	Engine Part	Crankshaft	327+ *O16 345/392 CID +328	International		5.7L														C					Call for inventory	50
CKIN66AA	Engine Part	Crankshaft	440+ *O16 401/478 CID	International		6.6L														C					Call for inventory	50
CKIN66BA	Engine Part	Crankshaft	766C *O16 404 CID	International		6.6L														C					Call for inventory	100
CKIN73AA	Engine Part	Crankshaft	530+ *O16 446 CID GAS	International		7.3L														C					Call for inventory	100
CKIN73AB	Engine Part	Crankshaft	420 *O16 6.9/7.3L DIESEL IN/F	International		7.3L														D					Call for inventory	100
CKIN73AC	Engine Part	Crankshaft	200 *O16 DIT	International		7.3L														DIESEL					Call for inventory	150
CKIN90AA	Engine Part	Crankshaft	441+ *O16 549 CID INV8	International		9.0L														C					Call for inventory	100
CKIZ15A	Engine Part	Crankshaft	CRANK =4XC1	Isuzu		1.5L																			Call for inventory	30
CKIZ15B	Engine Part	Crankshaft	CRANK 4XC1 8 BOLT	Isuzu		1.5L																			Call for inventory	35
CKIZ16B	Engine Part	Crankshaft	CRANK =4XE1 2.044/1.572	Isuzu		1.6L																			Call for inventory	35
CKIZ16C	Engine Part	Crankshaft	"""CRANK =4XE1, 2.044/1.806"""	Isuzu		1.6L																			Call for inventory	35
CKIZ18B	Engine Part	Crankshaft	*S08 G180/G200Z M2.202/R1	Isuzu		1.8L																			Call for inventory	30
CKIZ18C	Engine Part	Crankshaft	*S08 4FB1 DIESEL	Isuzu		1.8L																			Call for inventory	75
CKIZ18D	Engine Part	Crankshaft	*D16 4XF1 M2.044/R1.808	Isuzu		1.8L																			Call for inventory	50
CKIZ20B	Engine Part	Crankshaft	CRANK =4ZC1	Isuzu		2.0L																			Call for inventory	35
CKIZ22A	Engine Part	Crankshaft	"""CRANK =C223, DIESEL"""	Isuzu		2.2L														DIESEL					Call for inventory	75
CKIZ22B	Engine Part	Crankshaft	CRANK	Isuzu		2.2L																			Call for inventory	35
CKIZ23A	Engine Part	Crankshaft	*--- 4ZD1 ISUZU	Isuzu		2.3L																			Call for inventory	75
CKIZ26A	Engine Part	Crankshaft	CRANK =4ZE1	Isuzu		2.6L																			Call for inventory	75
CKIZ32A	Engine Part	Crankshaft	*--- 6VD1 7 NOTCH	Isuzu		3.2L														FI					Call for inventory	75
CKIZ32B	Engine Part	Crankshaft	"""*-24 6VD1 DIA.=6.937"""" 58T"""	Isuzu		3.2L														FI					Call for inventory	100
CKIZ32C	Engine Part	Crankshaft	*S24 6VD1W 58T DIA.=7.250	Isuzu		3.2L														FI					Call for inventory	100
CKIZ35A	Engine Part	Crankshaft	CRANK =6VE1	Isuzu		3.5L																			Call for inventory	125
CKJD36AA	Engine Part	Crankshaft	767+ *--- MISC JOHN DEERE CRAN	John Deere																					Call for inventory	150
CKKI15AA	Engine Part	Crankshaft	*S16 DC KIA RIO	Kia		1.5L														FI					Call for inventory	75
CKKI16A	Engine Part	Crankshaft	AJC+ *D16 RIO & SEPHIA	Kia		1.6L														FI					Call for inventory	75
CKKI18B	Engine Part	Crankshaft	"""*D16 FB M=2.163,R=1.769"""""""	Kia		1.8L														FI					Call for inventory	75
CKKI18C	Engine Part	Crankshaft	*--- LATE KIA	Kia		1.8L																			Call for inventory	1
CKKI24A	Engine Part	Crankshaft	"""8B+ *D16 EF2.4 KIA,FLAT END C"""	Kia		2.4L														FI					Call for inventory	75
CKKI24AA	Engine Part	Crankshaft	"""CK FE50 ,8 BOLT FLANGE"""	Kia		2.4L														FI					Call for inventory	75
CKMM14A	Engine Part	Crankshaft	G1 *S12 G12B FOR CHRYSLER	Mitsubishi		1.4L																			Call for inventory	35
CKMM15A	Engine Part	Crankshaft	"""G1 4G15/G4AJ WIDE ROD.85""""PILOT"""	Mitsubishi		1.5L																			Call for inventory	35
CKMM15B	Engine Part	Crankshaft	"""G1 4G15/G4AJ-NARROW ROD .790"""""""	Mitsubishi		1.5L																			Call for inventory	35
CKMM16C	Engine Part	Crankshaft	CK 4G61 M=2.243 R=1.771 6 BOLT	Mitsubishi		1.6L																			Call for inventory	35
CKMM18A	Engine Part	Crankshaft	*S-- 4G37 1KY..M=2.243 R=	Mitsubishi		1.8L																			Call for inventory	75
CKMM18C	Engine Part	Crankshaft	CK G62B M=2.243 R=1.771 NK=1.5	Mitsubishi		1.8L																			Call for inventory	75
CKMM18D	Engine Part	Crankshaft	G93 *4G93 M=2.243 R=1.771 7	Mitsubishi		1.8L																			Call for inventory	75
CKMM18E	Engine Part	Crankshaft	CRANK 4G67/G4CN	Mitsubishi		1.8L																			Call for inventory	75
CKMM18F	Engine Part	Crankshaft	*--- 4G93	Mitsubishi		1.8L														FI					Call for inventory	75
CKMM20B	Engine Part	Crankshaft	"""CK G63B+ 1""""NECK 6 HOLE"""	Mitsubishi		2.0L																			Call for inventory	50
CKMM20C	Engine Part	Crankshaft	"""CK =4G63,G4DM,1.5""""LG.NECK"""	Mitsubishi		2.0L																			Call for inventory	50
CKMM20D	Engine Part	Crankshaft	"""CRANK =4G63, 7 BOLT, 1 1/8""""WID"""	Mitsubishi		2.0L																			Call for inventory	75
CKMM24A	Engine Part	Crankshaft	"""64+ *--- G64B 6BT.RJW=1.14"""""""	Mitsubishi		2.4L																			Call for inventory	100
CKMM24AA	Engine Part	Crankshaft	4D5 *--- 4D55T TURBO DIESEL	Mitsubishi		2.4L														D					Call for inventory	100
CKMM24B	Engine Part	Crankshaft	"""CK =4G64,7 BT,RJW=1"""""""	Mitsubishi		2.4L																			Call for inventory	100
CKMM24EA	Engine Part	Crankshaft	*S16 4G69 I-4	Mitsubishi		2.4L																			Call for inventory	75
CKMM25A	Engine Part	Crankshaft	T5 =6G73 S24 V6 CAST IRON	Mitsubishi		2.5L														FI					Call for inventory	75
CKMM26C	Engine Part	Crankshaft	"""G54 *4G54 I4(CHRY) M=2.361"""""""	Mitsubishi		2.6L																			Call for inventory	25
CKMM30A	Engine Part	Crankshaft	"""T3+ *6G72 SOHC V6 #2CWT .5"""""""	Mitsubishi		3.0L																			Call for inventory	50
CKMM30B	Engine Part	Crankshaft	"""T3 *6G72 DOHC V6 #2CWT .25"""","""	Mitsubishi		3.0L																			Call for inventory	50
CKMM30C	Engine Part	Crankshaft	T3+ *6G72 DOHC V6 STEEL CRANK	Mitsubishi		3.0L																			Call for inventory	100
CKMM35A	Engine Part	Crankshaft	"""CRANK =6G74,2.283""""RJ."""	Mitsubishi		3.5L																			Call for inventory	100
CKMM35B	Engine Part	Crankshaft	"""74 *6G74 M=2.520"""",R=2.165"""""""	Mitsubishi		3.5L														FI					Call for inventory	100
CKMM38A	Engine Part	Crankshaft	"""75 *S24 6G75 M=2.520""""R=2.165"""	Mitsubishi		3.8L														FI					Call for inventory	100
CKMZ13A	Engine Part	Crankshaft	CRANK =TC	Mazda		1.3L																			Call for inventory	25
CKMZ13B	Engine Part	Crankshaft	"""CRANK A301,B301, =E3,B3"""	Mazda		1.3L																			Call for inventory	25
CKMZ13C	Engine Part	Crankshaft	"""CRANK A301,B301, =E3,B3"""	Mazda		1.3L																			Call for inventory	25
CKMZ13D	Engine Part	Crankshaft	crank B3C7	Mazda		1.3L																			Call for inventory	40
CKMZ16C	Engine Part	Crankshaft	"""CRANK B630, =B6 7/8""""NECK LENGT"""	Mazda		1.6L																			Call for inventory	40
CKMZ16D	Engine Part	Crankshaft	"""CRANK =B6 1 1/8"""" NECK LENGTH"""	Mazda		1.6L																			Call for inventory	40
CKMZ16E	Engine Part	Crankshaft	"""CRANK =B6 1 3/4""""NECK LENGTH"""	Mazda		1.6L																			Call for inventory	40
CKMZ16F	Engine Part	Crankshaft	"""CRANK B6C7,B6S7, =B6"""	Mazda		1.6L																			Call for inventory	40
